Assignee,Task_Tag,task_count
A-44322,Build & Release Engineering,1
A-44322,Other,1
A-44323,Feature / Improvement Implementation,2
A-44323,Build & Release Engineering,1
A-44323,Other,1
A-44324,Bug fixing / Maintenance,4
A-44324,Other,1
A-44325,Other,1
A-44326,Feature / Improvement Implementation,1
A-4433,Bug fixing / Maintenance,10
A-4433,Feature / Improvement Implementation,10
A-4433,Documentation,6
A-4433,Testing & Verification,6
A-4433,Build & Release Engineering,3
A-4433,Design & API Evolution,1
A-44332,Bug fixing / Maintenance,7
A-44333,Bug fixing / Maintenance,1
A-44334,Bug fixing / Maintenance,3
A-44335,Feature / Improvement Implementation,2
A-44336,Documentation,1
A-44337,Bug fixing / Maintenance,1
A-44338,Bug fixing / Maintenance,1
A-44339,Bug fixing / Maintenance,1
A-4434,Bug fixing / Maintenance,2
A-44340,Bug fixing / Maintenance,1
A-44341,Bug fixing / Maintenance,1
A-44342,Bug fixing / Maintenance,2
A-44343,Testing & Verification,1
A-44344,Bug fixing / Maintenance,1
A-44345,Bug fixing / Maintenance,1
A-44346,Bug fixing / Maintenance,1
A-44347,Bug fixing / Maintenance,1
A-44349,Bug fixing / Maintenance,1
A-44349,Feature / Improvement Implementation,1
A-4435,Bug fixing / Maintenance,1
A-44350,Bug fixing / Maintenance,1
A-44352,Bug fixing / Maintenance,1
A-44354,Bug fixing / Maintenance,1
A-44355,Bug fixing / Maintenance,1
A-44356,Build & Release Engineering,1
A-44356,Documentation,1
A-44358,Feature / Improvement Implementation,1
A-44359,Testing & Verification,2
A-44359,Bug fixing / Maintenance,1
A-4436,Bug fixing / Maintenance,1
A-44361,Testing & Verification,1
A-44363,Feature / Improvement Implementation,1
A-44364,Bug fixing / Maintenance,5
A-44364,Documentation,2
A-44365,Bug fixing / Maintenance,1
A-44366,Bug fixing / Maintenance,1
A-44367,Build & Release Engineering,1
A-44368,Feature / Improvement Implementation,1
A-44369,Bug fixing / Maintenance,3
A-44369,Testing & Verification,1
A-4437,Bug fixing / Maintenance,2
A-4437,Feature / Improvement Implementation,2
A-44370,Bug fixing / Maintenance,1
A-44371,Bug fixing / Maintenance,2
A-44372,Feature / Improvement Implementation,6
A-44372,Other,4
A-44372,Bug fixing / Maintenance,2
A-44374,Bug fixing / Maintenance,2
A-44374,Code Refactoring & Cleanup,1
A-44374,Feature / Improvement Implementation,1
A-44375,Bug fixing / Maintenance,1
A-44377,Bug fixing / Maintenance,1
A-44377,Documentation,1
A-44379,Bug fixing / Maintenance,1
A-4438,Bug fixing / Maintenance,1
A-44380,Bug fixing / Maintenance,1
A-44380,Feature / Improvement Implementation,1
A-44381,Bug fixing / Maintenance,2
A-44383,Bug fixing / Maintenance,1
A-44385,Bug fixing / Maintenance,1
A-44386,Bug fixing / Maintenance,1
A-44387,Bug fixing / Maintenance,1
A-44387,Feature / Improvement Implementation,1
A-44389,Bug fixing / Maintenance,2
A-4439,Bug fixing / Maintenance,1
A-44390,Documentation,10
A-44390,Bug fixing / Maintenance,1
A-44390,Feature / Improvement Implementation,1
A-44391,Bug fixing / Maintenance,1
A-44392,Documentation,1
A-44394,Feature / Improvement Implementation,2
A-44395,Bug fixing / Maintenance,2
A-44395,Testing & Verification,1
A-44396,Bug fixing / Maintenance,1
A-44397,Bug fixing / Maintenance,1
A-44398,Feature / Improvement Implementation,5
A-44398,Bug fixing / Maintenance,1
A-44398,Build & Release Engineering,1
A-44398,Documentation,1
A-44399,Bug fixing / Maintenance,2
A-44399,Feature / Improvement Implementation,1
A-444,Bug fixing / Maintenance,45
A-444,Documentation,31
A-444,Testing & Verification,16
A-444,Build & Release Engineering,14
A-444,Feature / Improvement Implementation,13
A-444,Project / General Task,3
A-444,Other,2
A-4440,Bug fixing / Maintenance,2
A-4440,Feature / Improvement Implementation,1
A-44401,Bug fixing / Maintenance,4
A-44402,Bug fixing / Maintenance,2
A-44403,Bug fixing / Maintenance,2
A-44404,Bug fixing / Maintenance,1
A-44405,Feature / Improvement Implementation,1
A-44406,Bug fixing / Maintenance,1
A-44407,Bug fixing / Maintenance,3
A-44408,Bug fixing / Maintenance,1
A-44408,Design & API Evolution,1
A-44409,Bug fixing / Maintenance,1
A-4441,Bug fixing / Maintenance,20
A-4441,Feature / Improvement Implementation,18
A-4441,Other,13
A-4441,Design & API Evolution,6
A-4441,Documentation,4
A-4441,Build & Release Engineering,3
A-4441,Project / General Task,1
A-4441,Testing & Verification,1
A-44410,Bug fixing / Maintenance,1
A-44411,Feature / Improvement Implementation,1
A-44412,Documentation,1
A-44413,Bug fixing / Maintenance,1
A-44413,Feature / Improvement Implementation,1
A-44414,Bug fixing / Maintenance,1
A-44415,Bug fixing / Maintenance,2
A-44416,Bug fixing / Maintenance,2
A-44417,Bug fixing / Maintenance,1
A-44418,Bug fixing / Maintenance,1
A-44419,Bug fixing / Maintenance,1
A-4442,Bug fixing / Maintenance,1
A-44420,Bug fixing / Maintenance,1
A-44420,Documentation,1
A-44420,Feature / Improvement Implementation,1
A-44421,Feature / Improvement Implementation,1
A-44422,Bug fixing / Maintenance,1
A-44423,Feature / Improvement Implementation,1
A-44425,Bug fixing / Maintenance,1
A-44426,Bug fixing / Maintenance,2
A-44427,Bug fixing / Maintenance,1
A-44428,Bug fixing / Maintenance,1
A-44429,Bug fixing / Maintenance,2
A-4443,Bug fixing / Maintenance,1
A-44430,Bug fixing / Maintenance,1
A-44431,Bug fixing / Maintenance,5
A-44432,Bug fixing / Maintenance,1
A-44433,Bug fixing / Maintenance,1
A-44434,Bug fixing / Maintenance,2
A-44435,Bug fixing / Maintenance,1
A-44436,Bug fixing / Maintenance,1
A-44437,Bug fixing / Maintenance,1
A-44439,Bug fixing / Maintenance,1
A-44439,Documentation,1
A-4444,Feature / Improvement Implementation,1
A-44440,Bug fixing / Maintenance,1
A-44442,Bug fixing / Maintenance,1
A-44443,Feature / Improvement Implementation,1
A-44444,Bug fixing / Maintenance,1
A-44445,Bug fixing / Maintenance,1
A-44446,Bug fixing / Maintenance,1
A-44447,Bug fixing / Maintenance,2
A-44448,Feature / Improvement Implementation,1
A-44449,Feature / Improvement Implementation,1
A-4445,Bug fixing / Maintenance,1
A-44450,Bug fixing / Maintenance,2
A-44451,Bug fixing / Maintenance,1
A-44451,Feature / Improvement Implementation,1
A-44453,Bug fixing / Maintenance,1
A-44454,Bug fixing / Maintenance,1
A-44456,Feature / Improvement Implementation,1
A-44457,Bug fixing / Maintenance,3
A-44458,Testing & Verification,1
A-44459,Bug fixing / Maintenance,1
A-4446,Bug fixing / Maintenance,1
A-44460,Documentation,1
A-44461,Bug fixing / Maintenance,2
A-44462,Bug fixing / Maintenance,3
A-44463,Bug fixing / Maintenance,1
A-44464,Bug fixing / Maintenance,1
A-44465,Bug fixing / Maintenance,1
A-44465,Feature / Improvement Implementation,1
A-44468,Bug fixing / Maintenance,1
A-4447,Feature / Improvement Implementation,1
A-44470,Bug fixing / Maintenance,1
A-44471,Bug fixing / Maintenance,1
A-44473,Documentation,1
A-44474,Feature / Improvement Implementation,2
A-44475,Bug fixing / Maintenance,1
A-44479,Bug fixing / Maintenance,1
A-4448,Other,11
A-4448,Bug fixing / Maintenance,9
A-4448,Feature / Improvement Implementation,8
A-4448,Build & Release Engineering,4
A-4448,Documentation,4
A-4448,Design & API Evolution,2
A-4448,Performance Optimization,1
A-44482,Feature / Improvement Implementation,1
A-44483,Feature / Improvement Implementation,2
A-44483,Design & API Evolution,1
A-44484,Feature / Improvement Implementation,4
A-44486,Testing & Verification,1
A-44489,Build & Release Engineering,2
A-44489,Testing & Verification,2
A-44489,Bug fixing / Maintenance,1
A-44489,Feature / Improvement Implementation,1
A-4449,Documentation,6
A-4449,Bug fixing / Maintenance,5
A-4449,Feature / Improvement Implementation,2
A-44490,Bug fixing / Maintenance,2
A-44490,Feature / Improvement Implementation,2
A-44496,Bug fixing / Maintenance,3
A-44496,Feature / Improvement Implementation,2
A-445,Feature / Improvement Implementation,1
A-4450,Testing & Verification,3
A-4450,Bug fixing / Maintenance,2
A-4450,Build & Release Engineering,2
A-4450,Feature / Improvement Implementation,2
A-4450,Design & API Evolution,1
A-4450,Documentation,1
A-44500,Bug fixing / Maintenance,1
A-44500,Design & API Evolution,1
A-44501,Bug fixing / Maintenance,1
A-44501,Feature / Improvement Implementation,1
A-44507,Other,1
A-4451,Feature / Improvement Implementation,2
A-4451,Code Refactoring & Cleanup,1
A-4451,Documentation,1
A-44510,Feature / Improvement Implementation,1
A-44514,Bug fixing / Maintenance,1
A-44515,Feature / Improvement Implementation,1
A-4452,Bug fixing / Maintenance,4
A-44520,Bug fixing / Maintenance,1
A-44521,Documentation,1
A-44522,Feature / Improvement Implementation,1
A-44523,Feature / Improvement Implementation,2
A-44523,Bug fixing / Maintenance,1
A-44525,Bug fixing / Maintenance,1
A-44525,Feature / Improvement Implementation,1
A-44527,Bug fixing / Maintenance,2
A-44529,Bug fixing / Maintenance,2
A-44529,Feature / Improvement Implementation,1
A-4453,Bug fixing / Maintenance,2
A-44530,Feature / Improvement Implementation,2
A-44530,Bug fixing / Maintenance,1
A-44530,Build & Release Engineering,1
A-44531,Bug fixing / Maintenance,1
A-44532,Feature / Improvement Implementation,2
A-44532,Bug fixing / Maintenance,1
A-44533,Feature / Improvement Implementation,1
A-44537,Design & API Evolution,1
A-4454,Bug fixing / Maintenance,6
A-4454,Feature / Improvement Implementation,1
A-44543,Feature / Improvement Implementation,1
A-44544,Feature / Improvement Implementation,2
A-44544,Bug fixing / Maintenance,1
A-44544,Build & Release Engineering,1
A-44545,Bug fixing / Maintenance,1
A-44546,Feature / Improvement Implementation,1
A-44548,Bug fixing / Maintenance,3
A-44549,Bug fixing / Maintenance,1
A-4455,Bug fixing / Maintenance,1
A-4455,Documentation,1
A-4455,Other,1
A-44551,Feature / Improvement Implementation,3
A-44551,Bug fixing / Maintenance,2
A-44552,Bug fixing / Maintenance,1
A-44553,Bug fixing / Maintenance,1
A-44554,Feature / Improvement Implementation,1
A-44555,Feature / Improvement Implementation,1
A-44556,Bug fixing / Maintenance,3
A-44556,Design & API Evolution,2
A-44556,Feature / Improvement Implementation,2
A-44557,Feature / Improvement Implementation,9
A-44557,Bug fixing / Maintenance,2
A-44557,Build & Release Engineering,2
A-44557,Testing & Verification,1
A-44558,Feature / Improvement Implementation,1
A-44559,Build & Release Engineering,1
A-4456,Bug fixing / Maintenance,3
A-4456,Feature / Improvement Implementation,2
A-4456,Build & Release Engineering,1
A-4456,Other,1
A-44560,Feature / Improvement Implementation,3
A-44561,Bug fixing / Maintenance,1
A-44562,Bug fixing / Maintenance,1
A-44563,Bug fixing / Maintenance,1
A-44565,Bug fixing / Maintenance,7
A-44565,Feature / Improvement Implementation,6
A-44566,Bug fixing / Maintenance,1
A-44566,Feature / Improvement Implementation,1
A-44567,Bug fixing / Maintenance,1
A-44568,Feature / Improvement Implementation,1
A-44569,Feature / Improvement Implementation,1
A-4457,Documentation,1
A-44572,Bug fixing / Maintenance,1
A-44572,Feature / Improvement Implementation,1
A-44573,Bug fixing / Maintenance,1
A-44573,Feature / Improvement Implementation,1
A-44574,Bug fixing / Maintenance,1
A-44574,Build & Release Engineering,1
A-44577,Build & Release Engineering,1
A-44579,Project / General Task,1
A-4458,Bug fixing / Maintenance,6
A-44580,Bug fixing / Maintenance,1
A-44582,Bug fixing / Maintenance,1
A-44583,Bug fixing / Maintenance,1
A-44584,Documentation,1
A-44585,Documentation,1
A-44586,Project / General Task,1
A-44587,Bug fixing / Maintenance,1
A-44588,Feature / Improvement Implementation,1
A-44589,Bug fixing / Maintenance,1
A-4459,Bug fixing / Maintenance,1
A-44590,Bug fixing / Maintenance,1
A-44591,Bug fixing / Maintenance,1
A-44593,Bug fixing / Maintenance,1
A-44594,Feature / Improvement Implementation,1
A-44596,Bug fixing / Maintenance,1
A-44599,Bug fixing / Maintenance,1
A-446,Bug fixing / Maintenance,6
A-446,Documentation,6
A-446,Design & API Evolution,3
A-446,Build & Release Engineering,1
A-446,Other,1
A-446,Project / General Task,1
A-446,Testing & Verification,1
A-4460,Performance Optimization,7
A-4460,Bug fixing / Maintenance,3
A-4460,Code Refactoring & Cleanup,1
A-4460,Design & API Evolution,1
A-4460,Feature / Improvement Implementation,1
A-4460,Other,1
A-44600,Feature / Improvement Implementation,1
A-44601,Bug fixing / Maintenance,1
A-44605,Feature / Improvement Implementation,1
A-44606,Bug fixing / Maintenance,1
A-44607,Bug fixing / Maintenance,1
A-44608,Design & API Evolution,2
A-44608,Documentation,1
A-44609,Feature / Improvement Implementation,1
A-4461,Bug fixing / Maintenance,1
A-4461,Documentation,1
A-44611,Other,1
A-44612,Feature / Improvement Implementation,1
A-44613,Feature / Improvement Implementation,1
A-44614,Bug fixing / Maintenance,1
A-44615,Bug fixing / Maintenance,1
A-44616,Other,3
A-44616,Bug fixing / Maintenance,2
A-44616,Testing & Verification,1
A-44617,Performance Optimization,1
A-44618,Bug fixing / Maintenance,2
A-44618,Feature / Improvement Implementation,1
A-44619,Bug fixing / Maintenance,1
A-44619,Documentation,1
A-4462,Bug fixing / Maintenance,1
A-4462,Design & API Evolution,1
A-44620,Bug fixing / Maintenance,1
A-44621,Build & Release Engineering,1
A-44622,Bug fixing / Maintenance,1
A-44623,Feature / Improvement Implementation,1
A-44624,Bug fixing / Maintenance,1
A-44625,Documentation,1
A-44626,Feature / Improvement Implementation,1
A-44627,Bug fixing / Maintenance,1
A-44628,Bug fixing / Maintenance,1
A-4463,Code Refactoring & Cleanup,1
A-4463,Design & API Evolution,1
A-4463,Feature / Improvement Implementation,1
A-44630,Bug fixing / Maintenance,1
A-44631,Bug fixing / Maintenance,1
A-44631,Build & Release Engineering,1
A-44632,Feature / Improvement Implementation,1
A-44633,Bug fixing / Maintenance,1
A-44635,Bug fixing / Maintenance,1
A-44636,Testing & Verification,1
A-44638,Bug fixing / Maintenance,1
A-44639,Documentation,1
A-4464,Bug fixing / Maintenance,39
A-4464,Feature / Improvement Implementation,22
A-4464,Testing & Verification,7
A-4464,Documentation,4
A-4464,Code Refactoring & Cleanup,3
A-4464,Build & Release Engineering,2
A-4464,Other,2
A-4464,Performance Optimization,1
A-4464,Project / General Task,1
A-44640,Bug fixing / Maintenance,2
A-44641,Bug fixing / Maintenance,1
A-44642,Bug fixing / Maintenance,3
A-44643,Bug fixing / Maintenance,2
A-44645,Feature / Improvement Implementation,2
A-44646,Testing & Verification,1
A-44648,Bug fixing / Maintenance,1
A-44649,Bug fixing / Maintenance,1
A-4465,Feature / Improvement Implementation,2
A-4465,Bug fixing / Maintenance,1
A-44650,Bug fixing / Maintenance,1
A-44651,Bug fixing / Maintenance,1
A-44652,Bug fixing / Maintenance,1
A-44654,Bug fixing / Maintenance,1
A-44657,Bug fixing / Maintenance,1
A-4466,Bug fixing / Maintenance,1
A-44660,Bug fixing / Maintenance,1
A-44662,Bug fixing / Maintenance,1
A-44663,Bug fixing / Maintenance,1
A-44664,Bug fixing / Maintenance,2
A-44665,Bug fixing / Maintenance,1
A-44666,Bug fixing / Maintenance,1
A-44667,Feature / Improvement Implementation,1
A-44668,Bug fixing / Maintenance,1
A-44669,Bug fixing / Maintenance,1
A-44669,Code Refactoring & Cleanup,1
A-44669,Documentation,1
A-4467,Documentation,7
A-4467,Bug fixing / Maintenance,6
A-4467,Feature / Improvement Implementation,5
A-4467,Other,5
A-4467,Build & Release Engineering,1
A-4467,Testing & Verification,1
A-44670,Project / General Task,1
A-44671,Bug fixing / Maintenance,1
A-44672,Bug fixing / Maintenance,1
A-44674,Feature / Improvement Implementation,1
A-44675,Bug fixing / Maintenance,1
A-4468,Bug fixing / Maintenance,1
A-44680,Project / General Task,2
A-44680,Bug fixing / Maintenance,1
A-44682,Bug fixing / Maintenance,1
A-44683,Feature / Improvement Implementation,1
A-44685,Bug fixing / Maintenance,1
A-44686,Bug fixing / Maintenance,2
A-44687,Bug fixing / Maintenance,1
A-44688,Bug fixing / Maintenance,2
A-44689,Feature / Improvement Implementation,1
A-4469,Bug fixing / Maintenance,1
A-44690,Bug fixing / Maintenance,3
A-44690,Feature / Improvement Implementation,1
A-44691,Bug fixing / Maintenance,1
A-44692,Bug fixing / Maintenance,1
A-44693,Bug fixing / Maintenance,1
A-44694,Bug fixing / Maintenance,2
A-44695,Bug fixing / Maintenance,1
A-44696,Bug fixing / Maintenance,1
A-44697,Bug fixing / Maintenance,1
A-44699,Bug fixing / Maintenance,1
A-447,Design & API Evolution,1
A-447,Feature / Improvement Implementation,1
A-4470,Feature / Improvement Implementation,2
A-4470,Build & Release Engineering,1
A-4470,Testing & Verification,1
A-44700,Bug fixing / Maintenance,1
A-44701,Bug fixing / Maintenance,1
A-44702,Bug fixing / Maintenance,2
A-44702,Build & Release Engineering,1
A-44703,Bug fixing / Maintenance,1
A-44704,Feature / Improvement Implementation,1
A-44706,Bug fixing / Maintenance,1
A-44707,Bug fixing / Maintenance,1
A-44708,Bug fixing / Maintenance,1
A-44709,Feature / Improvement Implementation,1
A-4471,Bug fixing / Maintenance,26
A-4471,Feature / Improvement Implementation,16
A-4471,Design & API Evolution,3
A-4471,Other,3
A-4471,Testing & Verification,3
A-4471,Build & Release Engineering,1
A-4471,Code Refactoring & Cleanup,1
A-44710,Bug fixing / Maintenance,3
A-44711,Bug fixing / Maintenance,1
A-44712,Bug fixing / Maintenance,2
A-44712,Design & API Evolution,1
A-44712,Feature / Improvement Implementation,1
A-44713,Bug fixing / Maintenance,1
A-44713,Testing & Verification,1
A-44714,Bug fixing / Maintenance,1
A-44715,Bug fixing / Maintenance,1
A-44716,Feature / Improvement Implementation,1
A-44717,Bug fixing / Maintenance,2
A-44718,Bug fixing / Maintenance,1
A-4472,Feature / Improvement Implementation,8
A-4472,Bug fixing / Maintenance,7
A-4472,Testing & Verification,5
A-4472,Build & Release Engineering,3
A-4472,Documentation,3
A-4472,Other,3
A-4472,Project / General Task,2
A-44720,Bug fixing / Maintenance,1
A-44721,Bug fixing / Maintenance,1
A-44722,Bug fixing / Maintenance,1
