Assignee,total_tasks,num_skills,main_skill_tag,Bug fixing / Maintenance,Build & Release Engineering,Code Refactoring & Cleanup,Design & API Evolution,Documentation,Feature / Improvement Implementation,Other,Performance Optimization,Project / General Task,Testing & Verification
A-47118,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-4712,14,5,Feature / Improvement Implementation,1,2,0,0,1,9,0,0,0,1
A-47120,3,1,Bug fixing / Maintenance,3,0,0,0,0,0,0,0,0,0
A-47122,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-47127,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47129,1,1,Testing & Verification,0,0,0,0,0,0,0,0,0,1
A-4713,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-4714,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-47147,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47148,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47149,1,1,Project / General Task,0,0,0,0,0,0,0,0,1,0
A-4715,6,6,Bug fixing / Maintenance,1,1,0,1,0,1,1,0,0,1
A-47150,1,1,Other,0,0,0,0,0,0,1,0,0,0
A-47153,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-47154,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-47155,5,2,Bug fixing / Maintenance,4,0,0,0,0,1,0,0,0,0
A-47156,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-47157,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47158,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-4716,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-47160,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47162,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47163,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-47164,1,1,Design & API Evolution,0,0,0,1,0,0,0,0,0,0
A-47165,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-47166,2,2,Build & Release Engineering,0,1,0,0,0,1,0,0,0,0
A-47167,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47168,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-47169,1,1,Performance Optimization,0,0,0,0,0,0,0,1,0,0
A-4717,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-47170,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-47171,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-47172,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47173,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-47174,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-47175,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-47176,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47177,3,3,Bug fixing / Maintenance,1,0,0,0,1,1,0,0,0,0
A-47178,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-47179,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-4718,24,7,Bug fixing / Maintenance,12,1,0,2,0,4,3,0,1,1
A-47180,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47183,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47184,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47185,2,2,Documentation,0,0,0,0,1,1,0,0,0,0
A-47186,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47187,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-47189,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-4719,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47190,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47192,1,1,Build & Release Engineering,0,1,0,0,0,0,0,0,0,0
A-47193,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47194,1,1,Build & Release Engineering,0,1,0,0,0,0,0,0,0,0
A-47195,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47196,3,3,Build & Release Engineering,0,1,1,0,1,0,0,0,0,0
A-472,12,4,Feature / Improvement Implementation,4,0,0,1,1,6,0,0,0,0
A-4720,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47200,1,1,Design & API Evolution,0,0,0,1,0,0,0,0,0,0
A-47201,4,1,Feature / Improvement Implementation,0,0,0,0,0,4,0,0,0,0
A-47202,3,1,Bug fixing / Maintenance,3,0,0,0,0,0,0,0,0,0
A-47203,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-47204,1,1,Project / General Task,0,0,0,0,0,0,0,0,1,0
A-47205,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47206,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47207,1,1,Build & Release Engineering,0,1,0,0,0,0,0,0,0,0
A-4721,3,2,Documentation,1,0,0,0,2,0,0,0,0,0
A-47211,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47212,6,2,Bug fixing / Maintenance,5,0,0,0,1,0,0,0,0,0
A-47213,2,1,Feature / Improvement Implementation,0,0,0,0,0,2,0,0,0,0
A-47214,2,1,Documentation,0,0,0,0,2,0,0,0,0,0
A-47215,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-47216,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47217,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-47218,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47219,1,1,Testing & Verification,0,0,0,0,0,0,0,0,0,1
A-4722,17,5,Bug fixing / Maintenance,8,1,0,0,1,6,1,0,0,0
A-47220,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-47221,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-47222,1,1,Other,0,0,0,0,0,0,1,0,0,0
A-47223,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47224,1,1,Design & API Evolution,0,0,0,1,0,0,0,0,0,0
A-47225,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-47226,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-47227,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-47229,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-4723,5,2,Bug fixing / Maintenance,4,0,0,0,1,0,0,0,0,0
A-47230,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47232,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47233,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47234,1,1,Build & Release Engineering,0,1,0,0,0,0,0,0,0,0
A-47235,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-47236,1,1,Other,0,0,0,0,0,0,1,0,0,0
A-47238,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-4724,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-47240,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-47241,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47242,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-47243,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47244,1,1,Project / General Task,0,0,0,0,0,0,0,0,1,0
A-47245,1,1,Other,0,0,0,0,0,0,1,0,0,0
A-47246,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47247,5,2,Bug fixing / Maintenance,4,0,0,0,0,1,0,0,0,0
A-47248,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-47249,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-4725,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-47250,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47251,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-47252,2,1,Feature / Improvement Implementation,0,0,0,0,0,2,0,0,0,0
A-47253,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-47254,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-47255,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-47256,1,1,Other,0,0,0,0,0,0,1,0,0,0
A-47258,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-4726,5,4,Bug fixing / Maintenance,2,1,0,0,0,0,1,1,0,0
A-47261,5,2,Bug fixing / Maintenance,4,0,0,0,0,1,0,0,0,0
A-47262,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-47264,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47265,1,1,Other,0,0,0,0,0,0,1,0,0,0
A-47267,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-47269,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-4727,3,1,Bug fixing / Maintenance,3,0,0,0,0,0,0,0,0,0
A-47271,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47272,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47273,3,2,Bug fixing / Maintenance,2,0,0,0,0,1,0,0,0,0
A-47279,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-4728,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47280,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-47281,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-47282,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47283,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-47284,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-47286,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-47289,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-4729,9,4,Bug fixing / Maintenance,3,1,0,2,0,3,0,0,0,0
A-47290,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47291,1,1,Other,0,0,0,0,0,0,1,0,0,0
A-47292,2,1,Other,0,0,0,0,0,0,2,0,0,0
A-47293,1,1,Other,0,0,0,0,0,0,1,0,0,0
A-47295,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47296,1,1,Performance Optimization,0,0,0,0,0,0,0,1,0,0
A-47297,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47298,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-473,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-4730,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47300,2,1,Feature / Improvement Implementation,0,0,0,0,0,2,0,0,0,0
A-47301,1,1,Other,0,0,0,0,0,0,1,0,0,0
A-47302,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-47303,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-47305,1,1,Design & API Evolution,0,0,0,1,0,0,0,0,0,0
A-47306,4,2,Bug fixing / Maintenance,2,0,0,0,2,0,0,0,0,0
A-47307,4,2,Bug fixing / Maintenance,3,0,0,0,1,0,0,0,0,0
A-47309,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-4731,4,2,Bug fixing / Maintenance,3,0,0,0,1,0,0,0,0,0
A-47310,1,1,Build & Release Engineering,0,1,0,0,0,0,0,0,0,0
A-47313,2,2,Build & Release Engineering,0,1,0,0,0,1,0,0,0,0
A-47316,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47318,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47319,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-4732,1,1,Performance Optimization,0,0,0,0,0,0,0,1,0,0
A-47324,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47327,1,1,Other,0,0,0,0,0,0,1,0,0,0
A-4733,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-4734,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-4735,8,5,Bug fixing / Maintenance,3,0,0,1,1,2,1,0,0,0
A-4736,2,2,Build & Release Engineering,0,1,0,0,0,0,1,0,0,0
A-4737,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-4738,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-4739,2,2,Documentation,0,0,0,0,1,1,0,0,0,0
A-474,2,1,Feature / Improvement Implementation,0,0,0,0,0,2,0,0,0,0
A-4740,3,1,Feature / Improvement Implementation,0,0,0,0,0,3,0,0,0,0
A-4741,3,1,Other,0,0,0,0,0,0,3,0,0,0
A-4742,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47423,3,2,Feature / Improvement Implementation,1,0,0,0,0,2,0,0,0,0
A-4743,5,2,Bug fixing / Maintenance,4,0,0,0,0,0,0,1,0,0
A-4744,3,2,Bug fixing / Maintenance,2,0,0,0,0,1,0,0,0,0
A-4745,5,1,Bug fixing / Maintenance,5,0,0,0,0,0,0,0,0,0
A-4746,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-4747,5,2,Bug fixing / Maintenance,4,0,0,0,1,0,0,0,0,0
A-4748,10,2,Bug fixing / Maintenance,7,0,0,0,0,3,0,0,0,0
A-4749,4,3,Bug fixing / Maintenance,2,0,0,0,1,1,0,0,0,0
A-475,4,3,Build & Release Engineering,1,2,0,0,0,1,0,0,0,0
A-4750,3,3,Bug fixing / Maintenance,1,1,0,0,0,1,0,0,0,0
A-4751,19,4,Feature / Improvement Implementation,4,2,0,2,0,11,0,0,0,0
A-4752,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-4753,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-4754,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-4755,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-4756,3,2,Bug fixing / Maintenance,2,0,0,0,0,1,0,0,0,0
A-4757,2,2,Bug fixing / Maintenance,1,0,0,0,0,0,0,1,0,0
A-47578,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-4758,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-4759,48,4,Bug fixing / Maintenance,40,1,0,0,0,6,0,1,0,0
A-476,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-4760,3,2,Feature / Improvement Implementation,0,1,0,0,0,2,0,0,0,0
A-4761,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-4762,2,2,Design & API Evolution,0,0,0,1,0,1,0,0,0,0
A-47622,2,2,Bug fixing / Maintenance,1,0,0,0,1,0,0,0,0,0
A-47623,3,2,Bug fixing / Maintenance,2,0,0,0,0,1,0,0,0,0
A-4763,5,2,Feature / Improvement Implementation,2,0,0,0,0,3,0,0,0,0
A-4764,9,4,Bug fixing / Maintenance,5,1,0,0,0,2,1,0,0,0
A-47644,2,2,Bug fixing / Maintenance,1,0,0,0,1,0,0,0,0,0
A-47647,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-4765,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47659,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-4766,3,2,Bug fixing / Maintenance,2,0,0,0,0,1,0,0,0,0
A-47660,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47662,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47664,1,1,Build & Release Engineering,0,1,0,0,0,0,0,0,0,0
A-47665,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-4767,28,6,Bug fixing / Maintenance,15,1,0,1,0,8,1,2,0,0
A-47670,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47676,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47679,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-4768,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47680,2,1,Other,0,0,0,0,0,0,2,0,0,0
A-47682,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-47685,4,2,Bug fixing / Maintenance,3,0,0,0,0,1,0,0,0,0
A-47686,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-47689,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-4769,30,3,Bug fixing / Maintenance,16,1,0,0,0,13,0,0,0,0
A-47691,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47692,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47693,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47697,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-477,7,2,Bug fixing / Maintenance,5,0,0,0,0,2,0,0,0,0
A-4770,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-47700,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47704,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47706,1,1,Other,0,0,0,0,0,0,1,0,0,0
A-47709,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-4771,7,2,Feature / Improvement Implementation,1,0,0,0,0,6,0,0,0,0
A-47711,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47715,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47719,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-4772,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-47724,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47725,2,2,Bug fixing / Maintenance,1,0,0,1,0,0,0,0,0,0
A-47726,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-47727,1,1,Build & Release Engineering,0,1,0,0,0,0,0,0,0,0
A-47728,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-4773,25,6,Feature / Improvement Implementation,3,2,0,5,1,10,0,4,0,0
A-47730,2,2,Bug fixing / Maintenance,1,0,0,0,1,0,0,0,0,0
A-47732,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47735,1,1,Other,0,0,0,0,0,0,1,0,0,0
A-47737,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47739,3,2,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,1,0
A-4774,4,3,Other,1,0,0,0,0,1,2,0,0,0
A-47742,4,3,Feature / Improvement Implementation,0,0,0,0,0,2,1,0,1,0
A-47743,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47747,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47749,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-4775,4,2,Bug fixing / Maintenance,3,0,0,0,0,1,0,0,0,0
A-47752,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-47754,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47756,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-4776,25,4,Bug fixing / Maintenance,12,0,0,1,1,11,0,0,0,0
A-47760,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47762,1,1,Project / General Task,0,0,0,0,0,0,0,0,1,0
A-47763,1,1,Other,0,0,0,0,0,0,1,0,0,0
A-47764,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-4777,12,4,Other,0,0,0,1,1,0,7,0,0,3
A-47771,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47773,2,2,Bug fixing / Maintenance,1,0,0,1,0,0,0,0,0,0
A-47775,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47777,1,1,Design & API Evolution,0,0,0,1,0,0,0,0,0,0
A-47779,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-4778,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-47782,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-47784,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-47785,2,2,Documentation,0,0,0,0,1,1,0,0,0,0
A-47786,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-4779,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-47790,1,1,Build & Release Engineering,0,1,0,0,0,0,0,0,0,0
A-47791,2,2,Bug fixing / Maintenance,1,1,0,0,0,0,0,0,0,0
A-47793,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47794,4,2,Bug fixing / Maintenance,3,0,0,0,0,1,0,0,0,0
A-47797,1,1,Project / General Task,0,0,0,0,0,0,0,0,1,0
A-47799,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-478,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-4780,2,1,Feature / Improvement Implementation,0,0,0,0,0,2,0,0,0,0
A-47801,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47808,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47809,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-4781,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47811,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47813,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47814,4,3,Bug fixing / Maintenance,2,1,0,0,0,1,0,0,0,0
A-47819,1,1,Testing & Verification,0,0,0,0,0,0,0,0,0,1
A-4782,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47823,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47824,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47828,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-4783,3,2,Feature / Improvement Implementation,0,0,0,0,1,2,0,0,0,0
A-47830,3,1,Other,0,0,0,0,0,0,3,0,0,0
A-47833,4,1,Bug fixing / Maintenance,4,0,0,0,0,0,0,0,0,0
A-4784,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-47844,1,1,Build & Release Engineering,0,1,0,0,0,0,0,0,0,0
A-47846,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-47847,1,1,Other,0,0,0,0,0,0,1,0,0,0
A-4785,2,1,Feature / Improvement Implementation,0,0,0,0,0,2,0,0,0,0
A-4786,3,2,Bug fixing / Maintenance,2,0,0,0,0,1,0,0,0,0
A-47860,2,1,Feature / Improvement Implementation,0,0,0,0,0,2,0,0,0,0
A-47865,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47868,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-47869,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-4787,4,3,Feature / Improvement Implementation,1,0,0,0,0,2,1,0,0,0
A-47870,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47874,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-47876,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-47878,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-4788,1,1,Other,0,0,0,0,0,0,1,0,0,0
A-47888,12,3,Bug fixing / Maintenance,9,2,0,0,1,0,0,0,0,0
A-47889,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-4789,4,2,Other,0,0,0,0,0,1,3,0,0,0
A-47891,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47892,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47893,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-47894,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-47898,3,1,Bug fixing / Maintenance,3,0,0,0,0,0,0,0,0,0
A-47899,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-479,28,7,Other,6,2,1,0,1,3,13,0,0,2
A-4790,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-47900,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47901,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47902,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47904,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47905,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-47907,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47908,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47909,2,2,Bug fixing / Maintenance,1,0,0,0,1,0,0,0,0,0
A-4791,1,1,Performance Optimization,0,0,0,0,0,0,0,1,0,0
A-47910,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-47912,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-47913,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47915,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-47916,1,1,Other,0,0,0,0,0,0,1,0,0,0
A-47917,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-47918,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47919,1,1,Other,0,0,0,0,0,0,1,0,0,0
A-4792,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-47920,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47921,1,1,Other,0,0,0,0,0,0,1,0,0,0
A-47922,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47923,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
